P_NAME,P_MASS,P_RADIUS,P_DISTANCE,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_HABITABLE,P_DENSITY,S_TEMPERATURE,S_MASS,S_RADIUS,S_LUMINOSITY
Kepler-1357 b,2.18,1.28,0.041,3.0091324,0.041,0.0,1.3050383,1.703125,1.3305664,425.04243,1156.6655,1306.2719,0,1.039505,5597.0,0.93,0.9,0.71449633
Kepler-1464 b,3.39,1.66,0.1803,31.77859,0.1803,0.0,1.4290447,2.0421687,1.2302221,82.795846,768.42564,867.81601,0,0.74109765,5828.0,1.02,1.01,2.6915348
Kepler-1740 b,11.0,3.323,0.0779,8.1724005,0.0779,0.0,1.8194125,3.3102618,0.99616666,137.3805,872.12951,965.50394296,0,0.29977931,5705.0,0.94,0.91,0.83368118
Kepler-1743 b,3.18,1.599,0.0822,7.6497102,0.0822,0.0,1.410228,1.988743,1.2437417,587.83625,1254.3358,1416.5751,0,0.7778247,5855.0,1.27,1.61,3.9719155
Kepler-150 f,12.9,3.64,1.24,637.2093,1.24,8.34916499715586e-07,1.8825398,3.543956,0.9736143,0.44890726,208.51575,238.183262,0,0.26747646,5528.0,0.97,0.91,0.6902398
Kepler-1523 b,3.12,1.58,0.0185,0.93875077,0.0185,0.0,1.4052343,1.9746835,1.2497997,2326.2508,1769.1467,1997.9732,0,0.79101248,5708.0,0.97,0.96,0.79615935
Kepler-263 b,7.61,2.67,0.12,16.568087,0.12,0.0,1.6882498,2.8501873,1.0674859,24.301748,565.59959,629.54715064,0,0.39980744,5265.0,0.8,0.79,0.34994517
Pr0211 b,597.5204,13.4,0.031761921,2.1461,0.03176,0.011,6.6776549,44.591075,3.3276921,457.36749,1178.0295,1300.7703320000005,0,0.24833523,5300.0,0.94,0.83,0.46131757
K2-57 b,5.06,2.1,0.0746,9.0063,0.0746,2.047866373690427e-07,1.5522641,2.4095238,1.1473923,26.578003,578.40268,653.21494,0,0.54637728,4434.0,0.68,0.62,0.14791084
K2-86 b,4.5,1.96,0.077,8.77683,0.077,2.0805471565403738e-07,1.5152288,2.2959184,1.1713869,69.345542,735.11341,830.19509,0,0.59764639,5482.0,0.79,0.76,0.41114972
KMT-2021-BLG-0119L b,1754.4128,12.8,2.92,5128109.265532031,2.92,1.28121975639276e-06,11.707412,137.0635,10.708086,1.8904688630542183e-105,1.14571311111671e-29,9.65,0,0.83656922,8.613487454897951e-24,0.56,1.5457460865399666,4.533235516697746e-81
KMT-2021-BLG-0192L b,34.96112,6.56,1.62,3051881.357062832,1.62,9.543105134859056e-07,2.3085578,5.329439,0.81241449,4.7799161977771625e-106,8.124349004520419e-30,9.65,0,0.12384367,4.5494384684406005e-24,0.27,1.5457460865399666,3.527957646380356e-82
KMT-2021-BLG-2294L b,22.24799,5.02,1.15,2534893.6835225155,1.15,8.04046417634722e-07,2.1052008,4.4318705,0.88284273,9.522030785648328e-107,5.427700760474191e-30,9.65,0,0.17586509,2.5608051415878308e-24,0.14,1.5457460865399666,3.541590247420114e-83
Kepler-512 b,7.7,2.69,0.2194,34.43588,0.2194,0.0,1.6918787,2.8624535,1.0641091,34.160699,615.85915,684.6316284000001,0,0.3955796,5997.0,1.17,1.3,1.6443717
Kepler-59 b,1.37,1.1,0.104,11.868171,0.104,0.0,1.1159993,1.2454545,1.1322314,194.95453,951.88184,1075.001,0,1.0293013,6074.0,1.04,0.94,2.1086281
TOI-181 b,46.1687,6.956,0.054541639,4.532,0.0539,0.1543,2.5762858,6.6372484,0.95417602,103.76597,809.38463,896.73555448,0,0.13717309,4994.0,0.82,0.74,0.29785164
Kepler-658 b,3.29,1.63,0.0188,1.2870768,0.0188,0.0,1.4207058,2.0184049,1.2382852,357.01322,1107.314,1250.5371,0,0.75968418,4103.0,0.63,0.6,0.12618275
HD 187085 b,265.70588,13.9,2.166151,1019.74,2.1,0.251,4.3721312,19.115531,1.3752181,31.600347,596.69246,663.6249361600001,0,0.098936551,6117.0,1.19,1.27,134.89629
Gl 686 b,6.624,2.46,0.09111375,15.53,0.091,0.05,1.6409396,2.6926829,1.0945866,3.5682951,349.95412,395.21819,0,0.44495388,3656.0,0.43,0.43,0.029512092
EPIC 211822797 b,4.35,1.92,0.1197151,21.170196,0.1195,0.06,1.5051993,2.265625,1.180013,4.9322755,379.37433,428.4437,0,0.61459012,4057.0,0.62,0.58,0.070307232
Gl 49 b,5.63,2.24,0.096462547,13.8508,0.0905,0.363,1.5853684,2.5133929,1.1220504,6.4771685,395.88188,447.08637,0,0.50091535,3805.0,0.52,0.51,0.049431069
Kepler-881 b,3.82,1.78,0.0552,4.4444802,0.0552,0.0,1.4649462,2.1460674,1.2056559,432.63519,1161.7968,1312.0669,0,0.67733475,5961.0,1.06,1.09,1.3182567
Kepler-890 b,58.6,8.89,0.2944,52.758756,0.2944,0.0,2.567426,6.591676,0.74147087,24.497648,566.73601,630.79266696,0,0.083405047,5954.0,1.09,1.13,2.1232445
Kepler-1746 b,59.1,8.935,0.9453,321.21201,0.9453,0.0,2.5718549,6.6144376,0.74028401,3.5063938,348.58996,391.7045961600001,0,0.082852155,6018.0,1.09,1.29,3.1332857
Kepler-981 b,5.95,2.31,0.0535,4.4697577,0.0535,0.0,1.6049167,2.5757576,1.1150466,289.92952,1051.1697,1187.131,0,0.48270414,5718.0,0.98,0.96,0.82985077
OGLE-2007-BLG-368L b,20.0,4.72,2.8,4504266.379950815,2.8,1.254617141251862e-06,2.0584674,4.2372881,0.89773054,3.2808848139891743e-105,1.3150166349590693e-29,9.65,0,0.19019715,9.681039210697144e-24,0.64,1.5457460865399666,7.234026529282391e-81
K2-256 b,7.41,2.63,0.0578,5.52011,0.0578,1.802586525473377e-07,1.6785382,2.8174905,1.0712892,101.65865,808.88315,896.1859324000001,0,0.40733428,5219.0,0.84,0.78,0.33962527
K2-147 b,0.315,0.73,0.0159,0.961918,0.0159,9.45433013432311e-08,0.65689181,0.43150685,0.59110527,201.93228,960.28722,1084.4935,0,0.80973325,3775.0,0.58,0.31,0.0510505
K2-293 b,6.57,2.45,0.10738519,13.1225,0.10738519,2.456995698061785e-07,1.6375691,2.6816327,1.0945439,57.294274,700.85393,791.50439,0,0.44675263,5532.0,0.96,0.95,0.66069345
K2-42 b,5.27,2.15,0.0617,6.68796,0.0617,1.862407805563701e-07,1.565619,2.4511628,1.1400757,52.051071,684.2379,772.73919,0,0.53026778,4613.0,0.7,0.64,0.1981527
KMT-2017-BLG-1038L b,640.0,13.4,1.8,3053408.4431514204,1.8,1.0059316058867649e-06,6.9109474,47.761194,3.5642682,1.1663748890331695e-105,1.0154137526108738e-29,9.65,0,0.26599017,5.993644918361539e-24,0.37,1.5457460865399666,1.0628114447387375e-81
KOI-55 b,0.44,0.759,0.006,0.240104,0.006,5.807748834450762e-08,0.76138699,0.57971014,0.76378148,636352.13,7194.8888,8125.4963,0,1.0062997,27730.0,0.5,0.2,22.908677
Kepler-347 d,9.48,3.04,0.3802,85.517344,0.3802,0.0,1.7659052,3.1184211,1.0257964,15.204627,503.02973,560.97058408,0,0.33743303,5592.0,1.0,1.45,2.1978599
Kepler-663 b,7.27,2.6,0.0559,4.9967828,0.0559,0.0,1.6721704,2.7961538,1.0754438,155.65977,899.79548,995.82584608,0,0.41363223,5264.0,0.86,0.82,0.48640721
OGLE-2006-BLG-109L b,231.0,14.0,2.3,1788.5,2.3,1.1370933485965256e-06,4.0620192,16.5,1.1785714,2.196428556077623e-105,1.18949541182773e-29,9.65,0,0.084183673,7.93667151491257e-24,0.51,1.5457460865399666,3.267727285689473e-81
OGLE-2012-BLG-0838L b,53.1,8.39,4.43,11338421.567105733,4.43,1.5780983445358332e-06,2.515743,6.3289631,0.75434601,2.5297619395230147e-106,6.929524178093715e-30,9.65,0,0.089910133,6.416777703856958e-24,0.4,1.5457460865399666,1.3962402640756287e-81
KMT-2016-BLG-1820L b,1450.0,12.9,1.08,4316012.005911863,1.08,7.791912714046243e-07,10.602033,112.4031,8.7134187,1.3459830652598068e-108,1.8715153770615898e-30,9.65,0,0.67545881,8.556910593521016e-25,0.04,1.5457460865399666,4.415299395313959e-85
HD 106515 A b,3025.0908,12.5,5.2078197,3586.8609,4.491,0.565,15.556583,242.00726,19.360581,0.041191925,107.00409,126.92648264000002,0,1.5488465,5362.0,0.93,0.91,0.68548823
Kepler-1010 b,5.99,2.32,0.193,34.268571,0.193,0.0,1.6068281,2.5818966,1.1128864,10.396457,457.42622,516.59104,0,0.47969243,5253.0,0.86,0.82,0.38725764
Kepler-571 b,7.46,2.64,0.0546,4.7985994,0.0546,0.0,1.680999,2.8257576,1.0703627,200.73112,958.856,1060.5561760000005,0,0.40544042,5527.0,0.93,0.9,0.5984116
Kepler-859 b,9.75,3.09,0.1345,20.381776,0.1345,0.0,1.7763276,3.1553398,1.0211456,15.365809,504.3576,562.4259296,0,0.33046782,5020.0,0.81,0.77,0.27797133
HD 137388 b,63.566,9.32,0.947672,330.0,0.89,0.36,2.6115869,6.8203863,0.7318011,0.62281713,220.55061,251.37346856,0,0.078519431,5181.0,0.68,0.88,0.46025657
HATS-50 b,123.9537,12.666,0.057177639,3.8297015,0.05046,0.516,3.1283116,9.7863335,0.77264594,637.28431,1209.3895,1335.140892,0,0.061001574,5990.0,1.17,1.12,1.3899526
HD 30177 b,2670.7121,12.6,3.6812139,2514.5342,3.604,0.207,14.55889,211.96128,16.822324,0.095266499,140.37209,163.49781064,0,1.3351051,5580.0,0.98,1.02,1.2105981
Kepler-1077 b,8.1,2.77,0.2101,34.351187,0.2101,0.0,1.7100257,2.9241877,1.0556634,22.969307,557.68207,620.86954872,0,0.38110593,5816.0,1.02,1.02,1.0139114
Kepler-1173 b,0.64,0.89,0.0157,0.7698536,0.0157,0.0,0.8479983,0.71910112,0.80797879,1490.0495,1582.7047,1787.4162,0,0.90784134,5252.0,0.86,0.82,0.3672823
Kepler-1563 b,0.347,0.75,0.0442,3.432766,0.0442,0.0,0.68019605,0.46266667,0.61688889,500.21356,1204.7268,1360.5496,0,0.82251852,5765.0,1.0,0.99,0.97723722
Kepler-118 b,4.5,1.96,0.073,7.518496,0.073,0.0,1.5152288,2.2959184,1.1713869,78.768809,758.90651,857.06565,0,0.59764639,5274.0,0.81,1.09,0.41975898
Kepler-1567 b,7.9,2.73,0.552,153.97958,0.552,0.0,1.7011093,2.8937729,1.0599901,2.4781172,319.61722,359.95047312,0,0.38827475,5655.0,0.95,0.93,0.75509223
Kepler-151 c,5.02,2.09,0.16,24.674612,0.16,0.0,1.5498109,2.4019139,1.1492411,18.103395,525.46007,593.42458,0,0.54987612,5460.0,0.87,0.83,0.46344692
PDS 70 b,953.49,30.488,20.361,43500.0,20.0,0.19,5.5923405,31.274272,1.0257896,0.00089109502,43.711457,57.557756872000006,0,0.033645682,3972.0,0.76,1.26,0.34994517
OGLE-2017-BLG-1049L b,1760.0,12.8,3.92,8048681.877171556,3.92,1.484483020978075e-06,11.726039,137.5,10.742187,9.848598124665644e-106,9.73368090640626e-30,9.65,0,0.8392334,8.478750490612e-24,0.55,1.5457460865399666,4.2561762247896455e-81
NGTS-8 b,295.5819,12.218,0.03500175,2.4997,0.035,0.01,4.91857,24.192331,1.9800566,503.36803,1206.599,1332.0825040000002,0,0.16206061,5241.0,0.89,0.98,0.616595
TYC 3318-01333-1 b,1086.9786,13.1,1.42079,562.0,1.414,0.098,9.109087,82.975466,6.334005,8.1507344,429.64885,480.5451396,0,0.48351183,4776.0,1.19,5.9,16.218101
Kepler-1095 b,1.92,1.21,0.0514,4.2710309,0.0514,0.0,1.2596733,1.5867769,1.3113858,305.544,1065.0455,1202.8015,0,1.0837899,5658.0,0.94,0.92,0.80723503
K2-170 b,2.6,1.418,0.074458469,7.576544,0.074458469,2.0459228470438837e-07,1.3540932,1.8335684,1.2930666,212.89811,973.06681,1098.9261,0,0.91189462,5748.0,0.96,0.98,1.1803206
HD 76700 b,66.7443,9.6,0.0502025,3.97097,0.05,0.09,2.6367653,6.9525312,0.72422201,725.81518,1320.2141,1456.6046536,0,0.075439792,5644.0,0.99,1.37,1.8071741
Kepler-1219 b,5.14,2.12,0.1418,16.104677,0.1418,0.0,1.5570897,2.4245283,1.1436454,419.41846,1152.8202,1301.9293,0,0.53945539,5944.0,1.25,1.94,8.4333476
KMT-2016-BLG-0212L b,5700.0,12.2,2.2,3622349.987590876,2.2,1.112099233828687e-06,21.615113,467.21311,38.296157,1.9416730657284542e-105,1.1533935738759419e-29,9.65,0,3.1390293,7.526630302074375e-24,0.48,1.5457460865399666,2.6429839084725978e-81
Kepler-1264 b,1.76,1.18,0.0191,0.96852602,0.0191,0.0,1.2212802,1.4915254,1.2640046,2415.0897,1785.8009,2016.7814,0,1.0711903,5791.0,0.99,0.98,0.88104887
Kepler-115 b,1.32,1.09,0.036,2.403679,0.036,0.0,1.1004586,1.2110092,1.1110176,1280.5455,1523.8719,1720.9738,0,1.0192822,5979.0,1.07,1.21,1.6595869
Kepler-1340 b,3.02,1.55,0.0153,0.66502692,0.0153,0.0,1.3958464,1.9483871,1.2570239,5219.3586,2165.2298,2445.2868,0,0.81098318,6331.0,1.27,1.42,1.2217997
Kepler-1495 b,8.96,2.94,0.3677,85.273256,0.3677,0.0,1.7457431,3.047619,1.0366051,8.3370564,432.86542,484.07050032,0,0.35258677,5831.0,1.03,1.04,1.1271975
Kepler-1403 b,5.22,2.14,0.064,5.194922,0.064,0.0,1.5618106,2.4392523,1.1398375,574.9632,1247.4114,1408.7552,0,0.53263436,6060.0,1.11,1.15,2.3550493
Kepler-1449 b,3.46,1.68,0.1176,13.227453,0.1176,0.0,1.4351041,2.0595238,1.225907,233.44542,995.74022,1124.5321,0,0.72970657,5979.0,1.08,1.1,3.2284941
Kepler-1439 b,2.73,1.46,0.0594,8.0739285,0.0594,0.0,1.3674293,1.869863,1.2807281,8.09892,429.7407,485.32459,0,0.87721102,3578.0,0.46,0.43,0.028575905
Kepler-1602 b,2.36,1.34,0.1074,11.179316,0.1074,0.0,1.3270999,1.761194,1.3143239,137.71823,872.66502,985.53801,0,0.98083873,6296.0,1.22,1.36,1.5885467
GJ 163 d,29.4,5.92,1.1020793,603.95116,1.0304,0.373,2.2285009,4.9662162,0.83888787,0.01988471,93.04036,111.62223456000002,0,0.14170403,3500.0,0.4,0.41,0.019588447
eps Tau b,2285.1863,12.7,1.8834237,585.82,1.878,0.076,13.41402,179.93593,14.168183,22.226276,552.51604,615.20757984,0,1.115605,4877.0,2.57,12.35,78.16278
11 Com b,4914.8985,12.2,1.2113633,323.21,1.178,0.238,20.071386,402.86053,33.021355,70.529631,730.24033,809.99340168,0,2.7066684,4874.0,2.09,13.76,95.060479
HD 4732 b,631.20722,13.4,1.1689418,371.74,1.129,0.266,6.8633094,47.105016,3.5152997,10.679409,454.24996,507.50795616,0,0.2623358,4898.0,1.39,5.03,13.121999
Gl 378 b,13.02,3.66,0.039669264,3.822,0.039435,0.109,1.886101,3.557377,0.97196094,38.799996,634.35924,704.90772704,0,0.2655631,3879.0,0.56,0.56,0.059979108
BD+48 740 b,540.311,13.5,2.19096,733.0,1.7,0.76,6.3263763,40.023037,2.9646694,23.240218,480.66844,536.46261024,0,0.21960514,4534.0,1.09,10.33,43.651583
Kepler-1109 b,5.43,2.19,0.2466,37.646738,0.2466,0.0,1.5746276,2.4794521,1.1321699,13.804283,491.02451,554.53503,0,0.51697255,5893.0,1.05,1.06,0.83945999
Kepler-85 c,20.9,2.18,0.1007,12.513,0.1007,0.0,3.0963133,9.587156,4.397778,60.525873,710.53418,802.4367,0,2.0173293,5499.0,0.92,1.24,0.61376201
Kepler-1196 b,5.6,2.23,0.3179,66.184903,0.3179,0.0,1.58468,2.5112108,1.1261035,8.8801222,439.74858,496.62692,0,0.50497914,5756.0,0.98,0.97,0.89742879
Kepler-203 d,33.9,1.44,0.1,11.32972,0.1,0.0,4.8519755,23.541667,16.34838,124.16523,850.3539,960.34111,0,11.353041,5821.0,1.0,1.11,1.2416523
Kepler-1146 b,2.04,1.23,0.0325,2.3522658,0.0325,0.0,1.2878418,1.6585366,1.3484037,215.89037,976.46803,1102.7672,0,1.0962632,4692.0,0.74,0.7,0.22803421
Kepler-365 c,3.33,1.64,0.137,17.784129,0.137,0.0,1.4249519,2.0304878,1.2381023,68.953905,734.0733,829.02044,0,0.75494044,6012.0,1.02,1.05,1.2941958
Kepler-374 b,1.08,1.03,0.029,1.897806,0.029,0.0,1.0239842,1.0485437,1.0180036,2234.6217,1751.462,1978.0011,0,0.98835299,5977.0,1.04,0.91,1.8793168
Kepler-39 b,6388.1,13.9,0.16502861,21.08721,0.164,0.112,21.437713,459.57554,33.062988,82.995286,767.07205,850.3609668,0,2.3786323,6350.0,1.29,1.4,2.2181964
Kepler-28 b,479.9,3.6,0.062,5.9123,0.062,0.0,11.545803,133.30556,37.029321,46.79685,666.27553,739.88798088,0,10.285922,4590.0,0.75,0.7,0.17988709
Kepler-296 d,5.02,2.09,0.1244251,19.850291,0.118,0.33,1.5498109,2.4019139,1.1492411,2.3565289,308.93197,348.89012,0,0.54987612,3740.0,0.5,0.48,0.030974193
Kepler-1580 b,5.1,2.11,0.323,56.644928,0.323,0.0,1.5546902,2.4170616,1.1455268,80.834165,763.83305,862.62941,0,0.54290371,6228.0,1.47,2.15,8.4333476
Kepler-1595 b,2.04,1.23,0.051,4.5638047,0.051,0.0,1.2878418,1.6585366,1.3484037,166.67085,915.30244,1033.6903,0,1.0962632,5203.0,0.84,0.8,0.43351088
Kepler-211 b,2.13,1.26,0.048,4.138575,0.048,0.0,1.3001831,1.6904762,1.3416478,167.694,916.70392,1035.273,0,1.0647998,5123.0,0.9,0.82,0.38636698
Kepler-299 b,2.3,1.32,0.04,2.927128,0.04,0.0,1.3200092,1.7424242,1.3200184,564.78092,1241.8516,1402.4763,0,1.0000139,5617.0,0.95,1.03,0.90364947
Kepler-228 b,2.96,1.53,0.038,2.566546,0.038,0.0,1.3909136,1.9346405,1.2644709,894.19617,1393.0218,1573.1992,0,0.82645159,6043.0,0.95,1.01,1.2912193
CHXR 73 b,3994.486,12.3,210.0,3956142499.896264,210.0,1.0865303163475218e-05,18.020959,324.75496,26.402842,7.054669991939252e-110,0.0004860715609038,9.650532734430753,0,2.1465725,3099.0,0.35,1.5457460865399666,8.749602906942833e-82
EPIC 212424622 b,5.35,2.17,0.13965048,18.0983,0.13965048,2.8019050728804415e-07,1.5701713,2.4654378,1.1361464,77.431045,755.66358,853.40327,0,0.52356979,5782.33,1.11,1.22,1.5100802
HD 155193 b,238.37131,14.0,1.062932,352.65,1.04,0.21,4.1263207,17.026522,1.2161802,4.137396,360.2647,404.5001112,0,0.086870011,6239.0,1.22,1.76,4.3752211
HD 164922 b,116.0,13.3,2.166912,1207.0,2.16,0.08,2.9532701,8.7218045,0.65577478,0.15257617,159.01893,183.93474728000004,0,0.049306374,5390.0,0.93,0.95,0.70957777
Kepler-1467 b,10.9,3.3,0.2388,47.056904,0.2388,0.0,1.8174241,3.3030303,1.0009183,7.8150427,425.92443,476.46317528,0,0.30330857,5332.0,0.86,0.82,0.44565625
Kepler-198 b,8.35,2.82,0.131,17.790037,0.131,0.0,1.7207536,2.9609929,1.0499975,45.337483,661.01918,734.12702128,0,0.37233953,5574.0,0.97,0.94,0.77803655
Kepler-608 b,12.9,3.64,0.0685,6.412515,0.0685,0.0,1.8825398,3.543956,0.9736143,234.21724,996.56223,1101.88220408,0,0.26747646,5820.0,1.0,1.01,1.0990058
Kepler-133 b,3.75,1.76,0.083,8.129976,0.083,0.0,1.4596855,2.1306818,1.2106147,373.11595,1119.5943,1264.4058,0,0.68784924,5736.0,1.02,1.43,2.5703958
HD 177565 b,15.1,4.0,0.24643253,44.505,0.246,0.0593,1.9429359,3.775,0.94375,14.618228,497.77905,555.2158388,0,0.2359375,5627.0,1.0,0.97,0.8830799
Kepler-310 d,7.0,2.47,0.392,92.876125,0.392,0.0,1.6834512,2.8340081,1.1473717,3.7534261,354.57383,400.43542,0,0.46452296,5797.0,0.91,0.88,0.57676646
Kepler-377 b,2.51,1.39,0.109,12.509529,0.109,0.0,1.343784,1.8057554,1.2991046,139.04232,874.75505,987.89838,0,0.93460763,5949.0,1.07,1.22,1.6519618
Kepler-308 c,5.31,2.16,0.123,15.38231,0.123,0.0,1.5679073,2.4583333,1.1381173,50.604574,679.43381,767.31372,0,0.52690615,5895.0,0.92,0.94,0.76559661
Kepler-322 c,3.43,1.67,0.051,4.337234,0.051,0.0,1.4331407,2.0538922,1.2298756,198.08868,955.68467,1079.2957,0,0.73645244,5388.0,0.92,0.89,0.51522864
Kepler-33 e,5.57,4.02,0.2138,31.7844,0.2138,0.0,1.1771033,1.3855721,0.34466969,78.701788,758.74503,841.2345528800001,0,0.085738728,5904.0,1.29,1.82,3.5974934
HATS-37 A b,31.46517,6.793,0.04913,4.3315366,0.04913,0.0,2.152208,4.6319991,0.68187827,229.77696,991.80508,1096.66836768,0,0.10037955,5326.0,0.84,0.88,0.55462571
HD 107148 c,19.89606,4.7,0.14883246,18.3267,0.1407,0.34,2.0574752,4.2332043,0.90068176,70.972064,722.70859,801.73861464,0,0.19163442,5752.92,1.11,1.17,1.3212956
HD 137496 c,2434.5656,12.6,1.3546718,479.9,1.2163,0.477,13.900341,193.21949,15.33488,1.786395,280.8579,317.4702584,0,1.217054,5799.0,1.04,1.59,2.3227368
Kepler-247 c,15.7,4.09,0.084,9.439452,0.084,0.0,1.9592424,3.8386308,0.93854054,53.634153,689.3822,765.2128912000001,0,0.22947201,5100.0,0.84,0.77,0.37844258
Kepler-326 b,44.6,1.52,0.032,2.248329,0.032,0.0,5.4168354,29.342105,19.304017,680.29933,1300.9923,1469.2663,0,12.700011,5105.0,0.85,0.8,0.69662651
Kepler-229 c,21.5,4.92,0.117,16.068638,0.117,0.0,2.0904351,4.3699187,0.88819486,21.165488,546.39508,608.49900768,0,0.18052741,5120.0,0.8,0.73,0.28973436
Kepler-237 b,2.57,1.41,0.05,4.715106,0.05,0.0,1.3500722,1.822695,1.2926915,133.37057,865.6946,977.66602,0,0.91680249,4861.0,0.7,0.72,0.33342641
Kepler-234 c,12.1,3.51,0.077,7.21205,0.077,0.0,1.8566888,3.4472934,0.98213489,293.10184,1054.0333,1164.8704968000002,0,0.27981051,6224.0,1.11,1.11,1.7378008
HD 5891 b,2425.0429,12.6,0.641568,177.11,0.64,0.07,13.87313,192.46372,15.274899,96.31783,797.30878,883.50042288,0,1.2122935,4673.0,1.93,10.64,39.355008
HD 109749 b,85.8141,11.1,0.0615,5.239891,0.0615,0.0,2.7804676,7.731,0.69648649,409.4961,1145.9407,1265.6010072000004,0,0.06274653,5824.0,1.13,1.22,1.5488166
HD 88133 b,324.1866,13.8,0.047923016,3.414884,0.0479,0.031,4.8468322,23.491783,1.7023031,1369.4234,1549.3726,1707.7623696,0,0.1233553,5392.0,1.26,2.2,3.1405087
K2-90 b,7.27,2.6,0.0962352,13.733314,0.096,0.07,1.6721704,2.7961538,1.0754438,12.120601,474.87676,530.11492896,0,0.41363223,4484.0,0.63,0.62,0.11142945
Kepler-1059 b,3.64,1.73,0.044,3.764191,0.044,0.0,1.4505331,2.1040462,1.2162117,155.98924,900.27123,1016.7149,0,0.70301254,4906.0,0.75,0.72,0.30199517
Kepler-270 c,3.78,1.77,0.18,25.262887,0.18,0.0,1.4613669,2.1355932,1.2065498,63.307475,718.56069,811.50139,0,0.68166658,6067.0,1.17,1.46,2.0511622
Kepler-244 b,8.05,2.76,0.05,4.311792,0.05,0.0,1.7078251,2.9166667,1.0567633,221.85029,983.13851,1087.1698069600002,0,0.38288525,5554.0,0.96,0.8,0.55462571
Kepler-307 b,7.44,2.43,0.0917,10.4208,0.0917,0.0,1.7497795,3.0617284,1.2599705,89.796897,784.1787,885.60662,0,0.51850639,5367.0,0.91,0.81,0.75509223
Kepler-259 b,8.25,2.8,0.079,8.115317,0.079,0.0,1.7165164,2.9464286,1.0522959,112.65379,829.91987,919.24217752,0,0.37581997,5938.0,0.93,0.9,0.70307232
Kepler-260 b,4.7,2.01,0.075,8.187399,0.075,0.0,1.5291529,2.3383085,1.1633375,143.83927,882.20411,996.31092,0,0.5787749,5250.0,0.92,0.86,0.8090959
HD 159868 c,244.09344,14.0,1.0494697,351.0,1.032,0.184,4.1755533,17.435246,1.2453747,3.4286225,344.41535,387.1292236,0,0.088955335,5534.0,1.19,2.13,3.5892193
HD 197037 b,251.0,13.9,2.120094,1035.7,2.07,0.22,4.2494181,18.057554,1.2991046,0.41479364,202.5506,231.6454576,0,0.093460763,6150.0,1.11,1.1,1.733804
HD 211970 b,13.0,3.66,0.14460875,25.201,0.143,0.15,1.8846518,3.5519126,0.97046791,4.2586264,364.39069,409.02219624,0,0.26515517,4127.0,0.61,0.57,0.086099375
HD 285507 b,311.4734,13.8,0.060243,6.0881,0.06,0.09,4.7508458,22.570536,1.6355461,53.267652,687.15348,762.77021408,0,0.11851783,4503.0,0.82,0.69,0.19098533
KMT-2016-BLG-1397L b,2200.0,12.7,5.1,13204623.226197418,5.1,1.6932352035513122e-06,13.161624,173.22835,13.640027,2.8825747832581704e-106,7.159433287413827e-30,9.65,0,1.0740179,7.113370859160694e-24,0.45,1.5457460865399666,2.108598952246332e-81
Kepler-114 b,6.8,1.26,0.053,5.188549,0.053,0.0,2.3231068,5.3968254,4.2831948,73.527239,745.95353,842.4373,0,3.3993609,4605.0,0.77,0.67,0.20653802
Kepler-1574 b,2.21,1.29,0.0743,6.9424334,0.0743,0.0,1.3088844,1.7131783,1.3280452,259.4313,1022.3634,1154.5988,0,1.0294924,5892.0,1.06,1.08,1.4321879
Kepler-475 b,6.76,2.49,0.0399,3.1055082,0.0399,0.0,1.6476831,2.7148594,1.090305,215.80138,976.36738,1102.6535,0,0.43787349,5009.0,0.86,0.79,0.34355795
Kepler-474 b,9.59,3.06,0.0606,5.6606729,0.0606,0.0,1.770307,3.1339869,1.0241787,711.30318,1315.5683,1451.5128568,0,0.33469893,5785.0,0.99,1.08,2.6121614
Kepler-1319 b,2.36,1.34,0.03121172,2.8867627,0.0296,0.33,1.3270999,1.761194,1.3143239,42.213694,635.56212,717.76755,0,0.98083873,3655.0,0.56,0.54,0.034914032
Kepler-1299 b,9.17,2.98,0.1357,19.940087,0.1357,0.0,1.7541896,3.0771812,1.0326111,42.544194,650.5936,722.7005856000001,0,0.34651381,5609.0,0.94,0.91,0.78342964
OGLE-2013-BLG-1721L b,200.0,14.1,2.6,4753988.344767073,2.6,1.208979328211521e-06,3.7662179,14.184397,1.0059856,1.1977959823364214e-105,1.0221843179590249e-29,9.65,0,0.071346497,7.251495880955171e-24,0.46,1.5457460865399666,2.2772074662362263e-81
GJ 1061 d,1.64,1.16,0.0615843,13.031,0.054,0.53,1.1890303,1.4137931,1.2187872,0.68678031,218.33549,246.57563,1,1.0506786,2953.0,0.12,0.16,0.0016982437
HD 43197 b,175.75911,14.2,1.1247987,308.92072,0.882,0.742,3.5181532,12.377402,0.87164804,1.3987139,240.54023,273.28209208,0,0.061383665,5508.0,0.96,1.0,0.72945751
HD 72892 b,1737.8857,12.8,0.24801395,39.44603,0.228,0.419,11.652138,135.77232,10.607213,29.651799,573.62148,638.3391420800001,0,0.82868849,5688.0,1.01,1.22,1.3995873
HD 74156 b,532.36258,13.5,0.33662944,51.63564,0.28,0.636,6.2796708,39.434265,2.9210567,41.614204,589.29551,655.5178789600001,0,0.21637457,6068.0,1.1,1.51,2.5176769
